Número;Cliente (Completo);Serviço (2º Nível);Status;Esforço estimado;Tempo trabalhado;Andamento;Data da última ação;Tipo de faturamento;Responsável;Account Manager ;Aberto em;Resolvido em;Vencimento em;Assunto;Serviço (3º Nível)
12440;KPE Engenharia;M365;Novo;10.0;0:02:00;;17/06/2025 00:00;Descontar do PLUS no inicio do projeto;Gabriel de Menezes;Eder Rodrigues;11/06/2025 00:00;;07/07/2025 18:00;KPE ,FAST TRACK ADVANCED M365;Assessment de Segurança
12441;ADCE;M365;Novo;10.0;0:02:00;;17/06/2025 00:00;Descontar do PLUS no inicio do projeto;Gabriel de Menezes;Eder Rodrigues;11/06/2025 00:00;;11/07/2025 18:00;ADCE, FAST TRACK ADVANCED M365;Assessment de Segurança
12142;REDE OBA HORTIFRUTI;M365;Fechado;40.0;5:53:00;100.0;24/06/2025 00:00;Engajamento;Gabriel de Menezes;Edison Sprandel;27/05/2025 00:00;24/06/2025 00:00;30/05/2025 18:00;THREAT PROTECTION ENGAGEMENT - REDEOBA;Engajamento - Threat protection engagement
11887;COMPANHIA NACIONAL DE CIMENTO - CNC;M365;Aguardando;64.0;14:36:00;25.0;30/06/2025 00:00;Faturar no inicio do projeto;Gabriel de Menezes;Thiago Alcantara;12/05/2025 00:00;;08/07/2025 18:00;CNC - SERVIÇO [CLIENTE FORA DO PARTNER];Assessment de Segurança
11966;Metha;M365;Fechado;10.0;10:00:00;100.0;12/06/2025 00:00;Descontar do PLUS no inicio do projeto;Gabriel de Menezes;Eder Rodrigues;15/05/2025 00:00;12/06/2025 00:00;13/06/2025 08:00;METHA - FASTTRACK M365;Assessment de Segurança
12506;FARMACIAS ASSOCIADAS;Azure;Fechado;4.0;3:52:00;100.0;20/06/2025 00:00;Faturar no inicio do projeto;Mateus Augusto;Erika Okada;13/06/2025 00:00;20/06/2025 00:00;25/06/2025 18:00;ASSOCIACAO DOS PROPRIETARIOS E OFICIAIS DE FARMACIA DO ESTADO DO RIO GRANDE DO SUL, Escopo Fechado;Criação e Configuração Storage Account - Blob, File Share, Queues ou Tables
12507;BEBECE;Azure;Em Atendimento;20.0;9:12:00;50.0;27/06/2025 00:00;Engajamento;Mateus Augusto;Tatiana Lesnieski;13/06/2025 00:00;;08/08/2025 18:00;BEBECE, Assessment;Assessment for Rapid Migration
12522;Dynatech;Azure;Aguardando;18.0;7:02:00;25.0;27/06/2025 00:00;Faturar no final do projeto;Mateus Augusto;Eder Rodrigues;13/06/2025 00:00;;15/08/2025 18:00;DYNATECH, AMBIENTE BOLHA SAP 3 MESES ( SAP QAS);Desenvolvimento e implementação de projeto Virtual Desktop
12257;PORTOTECH;Azure;Fechado;10.0;8:38:00;100.0;26/06/2025 00:00;Faturar no inicio do projeto;Mateus Augusto;Gustavo Moyses;03/06/2025 00:00;26/06/2025 00:00;27/06/2025 18:00;PORTOTECH / FABRIC F2 + PORTAL;Criação e Configuração Storage Account - Blob, File Share, Queues ou Tables
11602;CAMPOS MELLO ADVOGADOS;Azure;Fechado;30.0;0:02:00;100.0;20/05/2025 00:00;Engajamento;Mateus Augusto;Thiago Alcantara;25/04/2025 00:00;20/05/2025 00:00;19/05/2025 08:00;CAMPOS MELLO - INCENTIVO -  AMM;Criação e Configuração Storage Account - Blob, File Share, Queues ou Tables
11603;CAMPOS MELLO ADVOGADOS;Azure;Fechado;30.0;24:41:00;100.0;20/05/2025 00:00;Faturar no inicio do projeto;Mateus Augusto;Thiago Alcantara;25/04/2025 00:00;20/05/2025 00:00;19/05/2025 18:00;Campos Mello - Azure ambiente de ERP;Criação e Configuração Storage Account - Blob, File Share, Queues ou Tables
11624;Artabas;Azure;Fechado;25.0;25:11:00;100.0;06/06/2025 00:00;PRIME;René Pretto de Braga ;Eder Rodrigues;28/04/2025 00:00;06/06/2025 00:00;30/05/2025 18:00;ARTABAS, novo ambiente bolha SAP;Criação e Configuração Storage Account - Blob, File Share, Queues ou Tables
12293;Artabas;Azure;Aguardando;6.0;5:59:00;75.0;27/06/2025 00:00;Faturar no final do projeto;René Pretto de Braga ;Eder Rodrigues;03/06/2025 00:00;;12/07/2025 18:00;ARTABAS , AZURE IAAS SISTEMA SENIOR E GLPI;Desenvolvimento e implementação de projeto Virtual Desktop
11512;TUPY;Azure;Em Atendimento;10.0;55:47:00;25.0;27/06/2025 00:00;Faturado em outro projeto;René Pretto de Braga ;Erika Okada;22/04/2025 00:00;;08/07/2025 18:00;TUPY- Rapid Migration Assessment;Assessment for Rapid Migration
12521;BIB;Azure;Em Atendimento;18.0;14:20:00;75.0;30/06/2025 00:00;Descontar do PLUS no inicio do projeto;René Pretto de Braga ;Eder Rodrigues;13/06/2025 00:00;;04/07/2025 18:00;BANCO INDUSTRIAL DO BRASIL , NOVO WORKLOAD FORTINET;Migracao de workload de Cloud privada para Azure
12041;FROOTY;M365;Em Atendimento;120.0;12:44:00;25.0;25/06/2025 00:00;Descontar do PLUS no inicio do projeto;Luciano Seabra;Gustavo Moyses;21/05/2025 00:00;;29/07/2025 18:00;FROOTY / MIGRAÇÃO EXCHANGE SERVER PARA  M365;Migracao Exchange para M365
12539;FERROPORT LOGISTICA COMERCIAL EXPORTADORA S.A;M365;Em Atendimento;20.0;0:01:00;;26/06/2025 00:00;Engajamento;Luciano Seabra;Diogo Lima;16/06/2025 00:00;;18/08/2025 18:00;FERROPORT, Incentivo Threat Protection;Engajamento - Threat protection engagement
12540;FERROPORT LOGISTICA COMERCIAL EXPORTADORA S.A;M365;Em Atendimento;20.0;0:01:00;;26/06/2025 00:00;Engajamento;Luciano Seabra;Diogo Lima;16/06/2025 00:00;;18/08/2025 18:00;FERROPORT, Incentivo Data Security;Engajamento - Data security
11907;KPE Engenharia;M365;Fechado;10.0;4:00:00;100.0;04/06/2025 00:00;Descontar do PLUS no inicio do projeto;Tadeu Trajano;Eder Rodrigues;13/05/2025 00:00;04/06/2025 00:00;;KPE ENGENHARIA , FAST TRACK M365;Assessment de Segurança
11965;BARUEL;M365;Fechado;35.0;18:15:00;100.0;27/06/2025 00:00;Faturar no final do projeto;Tadeu Trajano;Gustavo Moyses;15/05/2025 00:00;27/06/2025 00:00;09/06/2025 18:00;BARUEL / DEFENDER FOR BUSINESS - PRIME;Desenvolvimento e implementação de projeto DEFENDER
11567;FOSNOR - GALVANI;M365;Fechado;10.0;3:30:00;;03/06/2025 00:00;Descontar do PLUS no inicio do projeto;Tadeu Trajano;Tatiana Lesnieski;24/04/2025 00:00;03/06/2025 00:00;;GALVANI, Assessment Jornada de Segurança 365;Assessment de Segurança
12415;MSM SOLUCOES PARA O SEGMENTO JURIDICO LTDA;M365;Fechado;80.0;0:30:00;100.0;26/06/2025 00:00;Faturado em outro projeto;Tadeu Trajano;Thiago Alcantara;10/06/2025 00:00;26/06/2025 00:00;20/06/2025 18:00;MSM - Migração SharePoint e PipeDrive;Migracao GSuite para M365
12724;SUPLEY;M365;Em Atendimento;30.0;0:01:00;;01/07/2025 00:00;Faturado em outro projeto;Tadeu Trajano;Mateus Silva;26/06/2025 00:00;;18/07/2025 18:00;SUPLEY POC DEFENDER;Desenvolvimento e implementação de projeto DEFENDER
12435;CAMPOS MELLO ADVOGADOS;M365;Em Atendimento;20.0;1:02:00;5.0;30/06/2025 00:00;Engajamento;Tadeu Trajano;Thiago Alcantara;11/06/2025 00:00;;07/09/2025 18:00;Campos Mello - INCENTIVO - Data Security Engagement;Engajamento - Data security
11838;MSM SOLUCOES PARA O SEGMENTO JURIDICO LTDA;M365;Fechado;110.0;31:15:00;100.0;29/05/2025 00:00;PRIME;Tadeu Trajano;Thiago Alcantara;08/05/2025 00:00;29/05/2025 00:00;27/06/2025 18:00;MSM - O365;Migracao GSuite para M365
11664;SOU.cloud;Data e Power;Em Atendimento;;15:54:00;;27/06/2025 00:00;;Vitória Germann;;29/04/2025 00:00;;09/09/2025 18:00;Projeto interno de BI - Gerencial;Demandas Internas
11813;COMERCIAL ZAFFARI (GAUCHINHO);M365;Em Atendimento;65.0;41:41:00;25.0;30/06/2025 00:00;Descontar do PLUS no inicio do projeto;Helen Machado;Eder Rodrigues;07/05/2025 00:00;;03/07/2025 18:00;ZAFFARI , PROJETO TEMPLATE DE SHAREPOINT;Desenvolvimento e implementação de projeto INTRANET
11688;SOU.cloud;M365;Em Atendimento;;57:25:00;;30/06/2025 00:00;;Helen Machado;;30/04/2025 00:00;;15/07/2025 08:00;Reestruturação do Sharepoint;Desenvolvimento e implementação de projeto Sharepoint
12777;MESSEM;Data e Power;Em Atendimento;25.0;0:00:00;;30/06/2025 00:00;Faturado em outro projeto;CDB Data Solutions;Cleber Bastos;30/06/2025 00:00;;;FAMICAPITAL, Power BI Embedded;Desenvolvimento e implementação de projeto Power BI Embedded
12778;Sicoob Coopecredi;Data e Power;Em Atendimento;88.0;0:00:00;;30/06/2025 00:00;Faturado em outro projeto;CDB Data Solutions;Gustavo Moyses;30/06/2025 00:00;;;SICOOB PRO / EMBEDDED;Desenvolvimento e implementação de projeto Power BI Embedded
12568;PORTOTECH;Azure;Em Atendimento;60.0;0:01:00;5.0;20/06/2025 00:00;Faturado em outro projeto;CDB Data Solutions;Gustavo Moyses;17/06/2025 00:00;;31/07/2025 18:00;PORTOTECH / FABRIC F2 + PORTAL;
12193;HEAD5 ENGENHARIA;Data e Power;Fechado;72.0;2:00:00;;30/05/2025 00:00;Descontar do PLUS no inicio do projeto;CDB Data Solutions;Eder Rodrigues;29/05/2025 00:00;30/05/2025 00:00;;HEAD 5 ENGENHARIA , ANÁLISE DE AMBIENTE PWA;Consultoria técnica
12026;C.BRAZIEL DESIGN;Data e Power;Fechado;5.0;5:00:00;;23/05/2025 00:00;Faturar no inicio do projeto;CDB Data Solutions;Cleber Bastos;20/05/2025 00:00;23/05/2025 00:00;;CBRAZIEL, Ajustes do novo ambiente;Consultoria técnica
12062;Bastos Juntas Industria de Autopecas;Data e Power;Fechado;12.0;12:00:00;;25/06/2025 00:00;Faturar no inicio do projeto;CDB Data Solutions;Gustavo Moyses;22/05/2025 00:00;25/06/2025 00:00;;BASTOS /  ANALISE DE BANCO SQL  PAAS;Desenvolvimento e implementação de projeto Data
11700;C.BRAZIEL DESIGN;Azure;Fechado;15.0;15:00:00;;30/05/2025 00:00;Faturar no final do projeto;CDB Data Solutions;Cleber Bastos;30/04/2025 00:00;30/05/2025 00:00;;CBRAZIEL, DBA;Desenvolvimento e implementação de projeto de Migração de Banco de Dados
11662;AUTO PARVI LTDA;Azure;Fechado;10.0;1:22:00;;26/06/2025 00:00;Engajamento;Matheus Pacheco;Thiago Alcantara;29/04/2025 00:00;26/06/2025 00:00;26/06/2025 08:08;PARVI - ASSESSMENT FOR RAPID MIGRATION;Migracao Workload On Premises para Azure
12473;COMERCIAL ZAFFARI (GAUCHINHO);Azure;Em Atendimento;24.0;0:03:00;75.0;25/06/2025 00:00;Descontar do PLUS no inicio do projeto;Erick Alex;Eder Rodrigues;12/06/2025 00:00;;30/06/2025 18:00;COMERCIAL ZAFFARI  - Copia de dados DEV -> PROD;Storage
12479;SOU.cloud;Data e Power;Em Atendimento;;6:51:00;;30/06/2025 00:00;;Bernardo Mesko;;12/06/2025 00:00;;04/07/2025 18:00;PMO Control.360 SOU;
12531;GRUPO SANMARTIN;M365;Em Atendimento;45.0;1:25:00;;27/06/2025 00:00;Descontar do PLUS no inicio do projeto;Renan Cinotti;Aline Mezzomo;16/06/2025 00:00;;15/07/2025 18:00;Máquinas Sanmartin - Etiquetas Office 365;Desenvolvimento e implementação de projeto DLP e AIP (MIP)
12546;IN FORMA ;M365;Novo;105.0;1:00:00;;30/06/2025 00:00;PRIME;Renan Cinotti;Thaise Albuquerque;16/06/2025 00:00;;31/07/2025 18:00;INFORMA SOFTWARE, MIGRAÇÃO GOOGLE PARA MICROSOFT;Migracao GSuite para M365
