Número;Cliente (Completo);Serviço (2º Nível);Status;Esforço estimado;Tempo trabalhado;Andamento;Data da última ação;Tipo de faturamento;Responsável;Account Manager ;Aberto em;Resolvido em;Vencimento em;Assunto;Serviço (3º Nível)
3955;GX MED;Data e Power;Fechado;47;27:56:00;75%;10/06/2024;Descontar do PLUS no inicio do projeto;Felipe Neiva;Fabio Barbosa;01/03/2024;10/06/2024;10/06/2024;GXMED, IA;Desenvolvimento e implementação de projeto Data
6423;CAMORIM SERVICOS MARITIMOS;Data e Power;Fechado;30;03:35:00;;23/01/2025;Faturar no inicio do projeto;Felipe Neiva;Gustavo Moyses;10/07/2024;23/01/2025;02/09/2024;CAMORIM / POWER APP RANCHO;Desenvolvimento e implementação de projeto Power App
6432;AVELLOZ MOTOS EXPORTACAO E IMPORTACAO LTDA;M365;Fechado;60;67:28:00;;29/08/2024;PRIME;Luciano Seabra;Thiago Alcantara;11/07/2024;29/08/2024;;AVELLOZ - O365;Migracao E-mails IMAP para M365
4200;ENFORCE GESTAO DE ATIVOS S.A.;Data e Power;Fechado;84;214:08:00;100%;13/04/2025;Faturar no inicio do projeto;Gabriel Kolber;Thiago Alcantara;14/03/2024;13/04/2025;24/03/2025;ENFORCE - Categorização de E-mails e Mensagens Instantâneas;Desenvolvimento e implementação de projeto Data
4302;DONE COMERCIO DE EQUIPAMENTOS 3D LTDA;M365;Fechado;20;28:10:00;;16/05/2024;Faturar no inicio do projeto;Luciano Seabra;Fabio Barbosa;19/03/2024;16/05/2024;;DONE 3D, ESCOPO FECHADO SHAREPOINT;Desenvolvimento e implementação de projeto Sharepoint
4303;DONE COMERCIO DE EQUIPAMENTOS 3D LTDA;M365;Fechado;35;35:00:00;;19/04/2024;PRIME;Luciano Seabra;Fabio Barbosa;19/03/2024;19/04/2024;19/04/2024;DONE 3D, M365;Migracao GSuite para M365
4347;Marmovidro;M365;Fechado;9;07:52:00;;08/07/2024;Descontar do PLUS no inicio do projeto;Helen Machado;Thiago Alcantara;20/03/2024;08/07/2024;31/07/2024;Marmovidro - Plus - Sharepoint;Desenvolvimento e implementação de projeto Sharepoint
4473;BANCO ÁRTICO;M365;Fechado;20;34:13:00;100%;13/05/2024;PRIME;Gabriel de Menezes;Eder Rodrigues;26/03/2024;13/05/2024;17/05/2024;BANCO ÁRTICO - MIGRAÇÃO GOOGLE PARA M365;Migracao E-mails IMAP para M365
4507;CAMPOS MELLO ADVOGADOS;M365;Fechado;100;07:00:00;100%;19/06/2024;Descontar do PLUS no inicio do projeto;Tadeu Trajano;Thiago Alcantara;27/03/2024;19/06/2024;28/06/2024;CAMPOS MELLO: Restruturação do Sharepoint - PLUS Consumo;Desenvolvimento e implementação de projeto Sharepoint
4594;HPRO CONSULTORIA EM INFORMATICA;M365;Fechado;30;43:52:00;;11/10/2024;Faturar no inicio do projeto;Luciano Seabra;Caio D'Agostini;02/04/2024;11/10/2024;11/10/2024;HPRO - UCAF;Desenvolvimento e implementação de projeto DLP e AIP (MIP)
4649;UNIMED SAO JOAO;M365;Fechado;37;21:39:00;100%;13/05/2024;Faturar no inicio do projeto;Gabriel de Menezes;Fabio Barbosa;03/04/2024;13/05/2024;14/05/2024;UNIMED SÃO JOÃO, ESCOPO FECHADO;Migracao GSuite para M365
4654;SUPLEY;M365;Fechado;35;22:50:00;100%;19/06/2024;Faturar no final do projeto;Tadeu Trajano;Mateus Silva;03/04/2024;19/06/2024;28/06/2024;SUPLEY novo nce intune;Desenvolvimento e implementação de projeto INTUNE
4669;Jet e-business;Azure;Fechado;4;06:14:00;;02/05/2024;PRIME;René Pretto de Braga ;Gustavo Moyses;04/04/2024;02/05/2024;;JET TECNOLOGIA / AZURE;Configuracao ou Adição de script
4734;HIDROPAN DISTRIBUICAO DE ENERGIA S.A.;M365;Fechado;75;67:39:00;100%;20/06/2024;Descontar do PLUS no inicio do projeto;Vinicius Silva;Eder Rodrigues;08/04/2024;20/06/2024;14/06/2024;HIDROPAN, M365 BUSINESS PREMIUM (UPGRADE);Desenvolvimento e implementação de projeto DLP e AIP (MIP)
4795;PLANTECH;M365;Fechado;76;113:51:00;75%;11/10/2024;Descontar do PLUS no inicio do projeto;Luciano Seabra;Denilson Barboza;10/04/2024;11/10/2024;11/10/2024;PLANTECH, Projeto ADDS Sharepoint e Intune;Desenvolvimento e implementação de projeto INTUNE
4839;MADESA;M365;Fechado;10;11:44:00;100%;15/05/2024;Faturar no inicio do projeto;Vinicius Silva;Denilson Barboza;11/04/2024;15/05/2024;24/05/2024;MADESA, Fast Track Security;Assessment de Segurança
4930;TradersClub;Azure;Fechado;30;17:46:00;;19/06/2024;Descontar do PLUS no inicio do projeto;René Pretto de Braga ;Erika Okada;17/04/2024;19/06/2024;;TC S.A, Azure;Criação e Configuração Storage Account - Blob, File Share, Queues ou Tables
4956;Tuper - Divisao Tubos;M365;Fechado;80;333:47:00;100%;09/01/2025;PRIME;Luciano Seabra;Cleber Bastos;19/04/2024;09/01/2025;13/01/2025;TUPER COMERCIAL SA, Microsoft 365;Migracao GSuite para M365
4988;SOU.cloud;M365;Fechado;0;06:24:00;100%;26/04/2024;PRIME;Gabriel de Menezes;Eduardo Fernandes;22/04/2024;26/04/2024;;Vincular e-mail do atendimento com o Movidesk;Criação de ambiente M365
5030;PENTAGONO;M365;Fechado;40;21:31:00;100%;23/05/2024;PRIME;Tadeu Trajano;Gustavo Moyses;23/04/2024;23/05/2024;31/05/2024;PENTAGONO / M365;Migracao E-mails IMAP para M365
5269;Via Certa;M365;Fechado;57;69:44:00;100%;23/01/2025;Descontar do PLUS no inicio do projeto;Tadeu Trajano;Erika Okada;07/05/2024;23/01/2025;20/01/2025;Via Certa- Projeto de federação de Tenant;Migracao de tenant para tenant
5283;Tuper - Divisao Tubos;M365;Fechado;40;175:33:00;;21/06/2024;Descontar do PLUS no inicio do projeto;Luciano Seabra;Cleber Bastos;08/05/2024;21/06/2024;;TUPER, Implementação do Sharepoint;Desenvolvimento e implementação de projeto Sharepoint
5286;ACERTO;Azure;Fechado;30;26:37:00;;16/08/2024;PRIME;René Pretto de Braga ;Erika Okada;08/05/2024;16/08/2024;;Acerto;Migracao de tenant MOSP para CSP
5407;EVERFLOW;Security;Fechado;10;11:42:00;100%;18/06/2024;Descontar do PLUS no inicio do projeto;Vinicius Silva;Gustavo Moyses;15/05/2024;18/06/2024;18/06/2024;EVERFLOW / FAST TRACK SECURITY;Security Fast Track
781;JUSTNEW TECNOLOGIA;Security;Fechado;20;11:24:00;;11/12/2023;Faturar no inicio do projeto;Vinicius Silva;Marco Neuwiem;15/09/2023;11/12/2023;18/12/2023;Implementações de melhoria identificadas no FastTrack;Security Fast Track
822;BMG SEGUROS;Azure;Fechado;55;51:08:00;;07/11/2023;Faturar no inicio do projeto;Deivid Soares;Edison Sprandel;19/09/2023;07/11/2023;03/11/2023;Novo Ambiente AKS;Desenvolvimento e implementação de projeto AKS
823;LIDDER PRIME;M365;Fechado;45;48:27:00;;16/10/2023;PRIME;Luciano Seabra;Gustavo Moyses;19/09/2023;16/10/2023;16/10/2023;Migração de E-mails | Locaweb para Microsoft;Migracao E-mails IMAP para M365
873;BIB;Azure;Fechado;12;00:01:00;;21/09/2023;Descontar do PLUS no inicio do projeto;Vinicius Silva;Eder Rodrigues;20/09/2023;21/09/2023;;Azure Implementação do Sendgrid;Ativação de item de Marketplace
904;Novo Cliente Pre-vendas;M365;Fechado;;00:45:00;;25/09/2023;;Vinicius Silva;;21/09/2023;25/09/2023;;CW FIRPO, Sou Fast Track Security 365;Assessment de Segurança
7329;HT MICRON;M365;Aguardando;80;22:22:00;50%;29/05/2025;PRIME;Tadeu Trajano;Junior Brevia;30/08/2024;;06/06/2025;HT MICRON, Migração FS para Sharepoint;Desenvolvimento e implementação de projeto de migração para Sharepoint
9135;YOSEN;M365;Aguardando;50;43:16:00;75%;11/06/2025;Faturar no final do projeto;Helen Machado;Mateus Silva;05/12/2024;;27/06/2025;YOSEN Preparação Intranet (escopo a definir) - PCN 86900;Desenvolvimento e implementação de projeto INTRANET
1205;JAMEF TRANSPORTES LTDA;Data e Power;Em atendimento;350;348:01:00;50%;13/02/2025;;Vitória Germann;Eder Rodrigues;04/10/2023;;30/09/2025;REFATORAÇÃO DO AMBIENTE POWER BI;Desenvolvimento e implementação de projeto Power BI
9134;YOSEN;M365;Em atendimento;20;28:46:00;75%;20/06/2025;Faturar no final do projeto;Gabriel de Menezes;Mateus Silva;05/12/2024;;23/06/2025;YOSEN Migração File Server para Sharepoint Online - PCN 86899;Desenvolvimento e implementação de projeto de migração para Sharepoint
2416;TRUENERGIA;M365;Fechado;6;10:30:00;100%;04/04/2024;PRIME;Tadeu Trajano;Eduardo Kochhann;04/12/2023;04/04/2024;12/04/2024;Configuracao DLP - Chamado em garantia;Desenvolvimento e implementação de projeto INTUNE DLP
2440;Novo Cliente Pre-vendas;Azure;Fechado;;03:58:00;;08/12/2023;;Carla Teixeira;;05/12/2023;08/12/2023;08/12/2023;REXNORD, Necessidade para avaliar replicação de VM SQL para Azure;Desenvolvimento e implementação de projeto Disaster Recovery
2444;MULTICREDITO;M365;Fechado;84;49:13:00;100%;26/08/2024;Descontar do PLUS no inicio do projeto;Tadeu Trajano;Gustavo Moyses;05/12/2023;26/08/2024;30/08/2024;MULTICREDITO / SEGURANÇA;Desenvolvimento e implementação de projeto INTUNE AIP
2469;REGIS PONTES ADVOGADOS;M365;Fechado;45;45:38:00;5%;06/03/2024;PRIME;Luciano Seabra;Thiago Alcantara;06/12/2023;06/03/2024;15/03/2024;Regis / Migração IMAP para O365;Migracao E-mails IMAP para M365
2505;Novo Cliente Pre-vendas;Azure;Fechado;;06:08:00;;15/12/2023;;Carla Teixeira;;07/12/2023;15/12/2023;14/12/2023;BMG Seguros, Migração DR;Desenvolvimento e implementação de projeto Disaster Recovery
2510;ADAPT EAD;M365;Fechado;92;41:33:00;;24/01/2024;PRIME;Luciano Seabra;Cleber Bastos;07/12/2023;24/01/2024;30/04/2024;ADAPT, Migração 365;Migracao GSuite para M365
551;Novo Cliente Pre-vendas;Azure;Fechado;;02:45:00;;05/09/2023;;René Pretto de Braga ;;05/09/2023;05/09/2023;;ATHENA SAÚDE, REVISÃO DE RECURSOS AZURE;Desenvolvimento e implementação de projeto Virtual Desktop
552;OBVIOUS;M365;Fechado;45;15:04:00;;21/09/2023;PRIME;Luciano Seabra;Gustavo Moyses;05/09/2023;21/09/2023;22/09/2023;Migração de E-mails | Google para Microsoft;Migracao GSuite para M365
554;TICKET AGORA SERVICOS DE RESERVAS, INTERMEDIACAO E AGENCIAMENTO LTDA;Azure;Fechado;18;00:48:00;;18/09/2023;PRIME;Vinicius Silva;Fabio Barbosa;05/09/2023;18/09/2023;29/09/2023;Application Gateway e Microsoft Defender for Cloud;Desenvolvimento e implementação de projeto Defender for Cloud
557;Novo Cliente Pre-vendas;M365;Fechado;;00:30:00;;06/09/2023;;Vinicius Silva;;05/09/2023;06/09/2023;;PEDRA AGROINDUSTRIAL /  INTUNE;Desenvolvimento e implementação de projeto INTUNE
593;STOLLER;Data e Power;Fechado;74;09:03:00;;07/11/2023;Faturar no inicio do projeto;Vitória Germann;Mateus Silva;06/09/2023;07/11/2023;10/11/2023;Projeto de Melhorias no Pede Aqui | Stoller;Desenvolvimento e implementação de projeto Power App
595;JANEIRO OFFSHORE;M365;Fechado;28;21:24:00;;11/03/2024;Faturar no inicio do projeto;Helen Machado;Fabio Barbosa;06/09/2023;11/03/2024;29/03/2024;Intranet;Desenvolvimento e implementação de projeto INTRANET
604;Maria Silesia;Data e Power;Fechado;120;152:51:00;100%;17/04/2024;Faturar no inicio do projeto;Guilherme Custodio;Tatiana Lesnieski;06/09/2023;17/04/2024;17/04/2024;Listas do Sharepoint - Persistência de dados ;Desenvolvimento e implementação de projeto Power App
610;Maria Silesia;Data e Power;Fechado;9;22:49:00;;07/02/2024;Faturar no inicio do projeto;Guilherme Custodio;Tatiana Lesnieski;06/09/2023;07/02/2024;02/02/2024;Registro de atividades ticket 604 - Listas do Sharepoint - Persistência de dados;Desenvolvimento e implementação de projeto Power App
633;Novo Cliente Pre-vendas;M365;Fechado;;02:08:00;;20/09/2023;;Luciano Seabra;;08/09/2023;20/09/2023;20/09/2023;( ONR ) >> SHAREPOINT MIGRAÇÃO DE DADOS;Desenvolvimento e implementação de projeto de migração para Sharepoint
635;Novo Cliente Pre-vendas;M365;Fechado;;01:00:00;;13/09/2023;;Helen Machado;Thiago Alcantara;08/09/2023;13/09/2023;;( ONR ) | ESCOPO SHAREPOINT;Desenvolvimento e implementação de projeto INTRANET
641;Novo Cliente Pre-vendas;Azure;Fechado;;01:09:00;;08/09/2023;;René Pretto de Braga ;;08/09/2023;08/09/2023;;STE TRANSPORTES, ESTIMAR CENÁRIO AZURE EM BR;Desenvolvimento e implementação de projeto de Migração de Banco de Dados
643;Novo Cliente Pre-vendas;Azure;Fechado;16;01:06:00;;13/09/2023;;René Pretto de Braga ;Fabio Barbosa;08/09/2023;13/09/2023;13/09/2023;ADSOLUTIONS SISTEMAS S.A., AZURE;Desenvolvimento e implementação de projeto Virtual Desktop
647;Novo Cliente Pre-vendas;M365;Fechado;;00:02:00;;13/09/2023;;Helen Machado;;08/09/2023;13/09/2023;;Soprano , SharePoint;Desenvolvimento e implementação de projeto INTRANET
652;Novo Cliente Pre-vendas;Azure;Fechado;;01:01:00;;12/09/2023;;Sting Rodrigues;;08/09/2023;12/09/2023;;ENZO VEICULOS LTDA, M365;Desenvolvimento e implementação de projeto Virtual Desktop
661;Visão Prev. Sociedade de Previdência Complementar;Azure;Fechado;40;17:36:00;;15/09/2023;PRIME;René Pretto de Braga ;Gustavo Moyses;08/09/2023;15/09/2023;18/09/2023;Infraestrutura/Migração em AZURE.;Atualização/Upgrade de ambiente
665;IAUDIT;Security;Fechado;10;10:13:00;;03/10/2023;Descontar do PLUS no inicio do projeto;Vinicius Silva;Edison Sprandel;08/09/2023;03/10/2023;03/10/2023;SOU.cloud Security Fast Track.;Security Fast Track
688;HSC;M365;Fechado;3;02:41:00;;12/09/2023;;Guilherme Custodio;Marco Neuwiem;11/09/2023;12/09/2023;;Teste das telas e fluxos do Aplicativo;Desenvolvimento e implementação de projeto INTRANET
712;HSC;M365;Fechado;2;00:01:00;;15/09/2023;;Guilherme Custodio;Marco Neuwiem;12/09/2023;15/09/2023;;Configuração de intranet no Sharepoint Online;Desenvolvimento e implementação de projeto INTRANET
725;Novo Cliente Pre-vendas;Azure;Fechado;;01:59:00;;19/09/2023;;René Pretto de Braga ;;13/09/2023;19/09/2023;;SETTA | O365 - Azure AD Premium Plan 1;Desenvolvimento e implementação de projeto de AAD
726;Novo Cliente Pre-vendas;Azure;Fechado;8;01:10:00;;13/09/2023;;René Pretto de Braga ;Thiago Alcantara;13/09/2023;13/09/2023;;SETTA | AZURE;Desenvolvimento e implementação de projeto de ADDS
760;Via Certa;M365;Fechado;60;60:06:00;100%;26/01/2024;Descontar do PLUS no inicio do projeto;Tadeu Trajano;Edison Sprandel;14/09/2023;26/01/2024;31/01/2024;Intune v2 com limites ;Desenvolvimento e implementação de projeto INTUNE
366;CREDISAN;M365;Fechado;30;42:27:00;;17/11/2023;Faturar no final do projeto;Luciano Seabra;Tatiana Lesnieski;25/08/2023;17/11/2023;17/11/2023;Projeto Microsoft Intune e Basic Deploy Microsoft Defender;Desenvolvimento e implementação de projeto INTUNE
376;CREDISAN;M365;Fechado;30;00:03:00;;17/11/2023;Faturar no final do projeto;Vinicius Silva;Tatiana Lesnieski;28/08/2023;17/11/2023;;Projeto Microsoft Intune e Basic Deploy Microsoft Defender;Desenvolvimento e implementação de projeto INTUNE
382;OXXY.NET;Azure;Fechado;8;40:49:00;;27/02/2024;Faturar no final do projeto;René Pretto de Braga ;Fabio Barbosa;28/08/2023;27/02/2024;27/02/2024;Migração de ambientes Azure através do site Microsoft para SOU.cloud;Migracao Workload On Premises para Azure
463;Unimed Vales do Taquari e Rio Pardo;M365;Fechado;80;106:12:00;;29/04/2024;;Helen Machado;Eder Rodrigues;01/09/2023;29/04/2024;01/04/2024;Configuração de intranet no Sharepoint Online;Desenvolvimento e implementação de projeto INTRANET
464;BMG SEGUROS;Azure;Fechado;;52:54:00;100%;03/01/2024;Faturar no final do projeto;René Pretto de Braga ;Edison Sprandel;01/09/2023;03/01/2024;01/05/2024;IMPLANTAÇÃO AMBIENTE DR;Desenvolvimento e implementação de projeto Disaster Recovery
465;IAUDIT;Azure;Fechado;10;00:02:00;;29/09/2023;PRIME;Deivid Soares;Edison Sprandel;01/09/2023;29/09/2023;01/02/2023;Implantar o WAF no Azure;Desenvolvimento e implementação de projeto WAF
466;JORGE BISCHOFF;Azure;Fechado;;00:15:00;;06/09/2023;Faturar no inicio do projeto;Deivid Soares;Volmir Santos;01/09/2023;06/09/2023;;Application Gateway WAF;Desenvolvimento e implementação de projeto WAF
467;HSC;M365;Fechado;35;10:43:00;;07/11/2023;;Helen Machado;Marco Neuwiem;01/09/2023;07/11/2023;31/10/2023;Configuração de intranet no Sharepoint Online;Desenvolvimento e implementação de projeto INTRANET
468;NEOGAS;Azure;Fechado;81;19:11:00;;08/04/2024;Faturar no inicio do projeto;Deivid Soares;Edison Sprandel;01/09/2023;08/04/2024;10/04/2024;Migrar tenant Azure CSP para EA;Migracao de tenant CSP para EA
469;BIB;M365;Fechado;;01:41:00;;18/10/2023;;Luciano Seabra;Eder Rodrigues;01/09/2023;18/10/2023;27/10/2023;Assessment Microsoft;Assessment de Segurança
471;BIB;M365;Fechado;40;34:09:00;;21/11/2023;;Luciano Seabra;Eder Rodrigues;01/09/2023;21/11/2023;21/11/2023;Configuração Intune;Desenvolvimento e implementação de projeto INTUNE
472;SPECIAL SQUAD TRADERS S.A.;Azure;Fechado;20;00:03:00;;09/10/2023;Faturar no inicio do projeto;Deivid Soares;Fabio Barbosa;01/09/2023;09/10/2023;;CONSULTORIA;Desenvolvimento e implementação de projeto App Services
473;CAMORIM SERVICOS MARITIMOS;Data e Power;Fechado;96;79:20:00;100%;26/03/2024;;Vitória Germann;Gustavo Moyses;01/09/2023;26/03/2024;27/03/2024;Escopo de Serviços Criação Power App Rancho Camorim;Desenvolvimento e implementação de projeto Power App
474;ARQUITETOS DA SAUDE;Data e Power;Fechado;;00:35:00;;08/09/2023;Faturar no inicio do projeto;Deivid Soares;Gustavo Moyses;01/09/2023;08/09/2023;;Criação do recurso no azure e liberação para uso do mesmo;Desenvolvimento e implementação de projeto Power BI
475;CAMPOS MELLO ADVOGADOS;M365;Fechado;;15:22:00;100%;10/01/2024;Faturar no inicio do projeto;Tadeu Trajano;Thiago Alcantara;01/09/2023;10/01/2024;19/01/2024;Configuração do Azure Information Protecion for Office 365;Desenvolvimento e implementação de projeto INTUNE AIP
481;VIA LACTEOS;M365;Fechado;44;54:38:00;100%;13/12/2023;;Luciano Seabra;Gustavo Moyses;01/09/2023;13/12/2023;15/12/2023;Implantar o Intune e o AIP;Desenvolvimento e implementação de projeto INTUNE AIP
483;SWI;M365;Fechado;25;01:47:00;;11/10/2023;Faturar no inicio do projeto;Helen Machado;Caio D'Agostini;01/09/2023;11/10/2023;;Desenvolvimento de Intranet ;Desenvolvimento e implementação de projeto INTRANET
486;Granol;M365;Fechado;80;13:53:00;;26/07/2024;Faturar no inicio do projeto;Helen Machado;Mateus Silva;01/09/2023;26/07/2024;26/07/2024;Configuração de intranet no Sharepoint Online;Desenvolvimento e implementação de projeto INTRANET
491;A1 VIAGENS E TURISMO;Data e Power;Fechado;168;91:35:00;;11/10/2023;Faturar no inicio do projeto;Gilson Almeida;Caio D'Agostini;01/09/2023;11/10/2023;11/10/2023;Power App e Power Automate e SQL Database e Atividades Gerais do Projeto ;Desenvolvimento e implementação de projeto Power App
493;Jet e-business;M365;Fechado;115;117:48:00;;11/06/2024;PRIME;Luciano Seabra;Gustavo Moyses;01/09/2023;11/06/2024;14/06/2024;Migração / Sharepoint / Intune / AIP / JET TECNOLOGIA EM COMERCIO ELETRONICO LTDA;Migracao E-mails IMAP para M365
496;Jet e-business;M365;Fechado;115;114:35:00;5%;26/01/2024;;Luciano Seabra;Gustavo Moyses;01/09/2023;26/01/2024;30/01/2024;Intune / AIP ;Desenvolvimento e implementação de projeto INTUNE AIP
497;EMITEAI;Azure;Fechado;;08:02:00;;04/09/2023;PRIME;Deivid Soares;Eder Rodrigues;03/09/2023;04/09/2023;;Migracao EMITE AI;Migracao de tenant MOSP para CSP
498;BMG SEGUROS;Azure;Fechado;211;219:32:00;100%;23/08/2024;PRIME;René Pretto de Braga ;Edison Sprandel;03/09/2023;23/08/2024;23/08/2024;PROJETO AZURE / BMG SEGUROS S.A;Desenvolvimento e implementação de projeto Azure Firewall
499;Granol;Azure;Fechado;150;89:36:00;;05/02/2024;;Sting Rodrigues;Mateus Silva;03/09/2023;05/02/2024;17/11/2023;Criação de novo ambiente (Granol Agro) e início de cópia de recursos;Configuracao de Landing Zone
500;CAMPOS MELLO ADVOGADOS;M365;Fechado;8;02:33:00;;24/10/2023;Faturar no inicio do projeto;Tadeu Trajano;Thiago Alcantara;03/09/2023;24/10/2023;27/10/2023;PCN: 84162/ Implementação de Regras de Arquivamento e Ativação de Usuários/ CAMPOS MELLO ADVOGADOS;Desenvolvimento e implementação de projeto INTUNE
501;NEUGEBAUER;M365;Fechado;;01:31:00;;11/10/2023;Faturar no inicio do projeto;Tadeu Trajano;Caio D'Agostini;03/09/2023;11/10/2023;06/10/2023;Criação e configuração de recurso Azure AD P1 e Sincronização do Active Directory/ NEUGEBAUER ALIMENTOS S/A;Desenvolvimento e implementação de projeto de Integração AD com AAD
502;MONACO SERVICOS DOCUMENTAIS LTDA;Azure;Fechado;32;21:25:00;;26/12/2024;Faturar no inicio do projeto;Erick Alex;Eder Rodrigues;03/09/2023;26/12/2024;23/05/2024;Configuração do Azure/ MONACO SERVICOS DOCUMENTAIS LTDA/ PCN 84391;Desenvolvimento e implementação de projeto AKS
503;GX MED;M365;Fechado;;22:59:00;;13/10/2023;Descontar do PLUS no inicio do projeto;Vinicius Silva;Fabio Barbosa;03/09/2023;13/10/2023;17/10/2023;Microsoft Intune (Gerenciamento de notebooks com Windows)/ GX MED SOLUCOES LTDA;Desenvolvimento e implementação de projeto INTUNE
531;PRATI-DONADUZZI;M365;Fechado;72;102:41:00;75%;05/04/2024;PRIME;Tadeu Trajano;Mateus Silva;04/09/2023;05/04/2024;30/04/2024;Migração Ambiente Correio;Migracao Exchange para M365
532;PRATI-DONADUZZI;M365;Fechado;4;27:32:00;;21/09/2023;PRIME;Sting Rodrigues;Mateus Silva;04/09/2023;21/09/2023;20/09/2023;Ambiente Azure para AD Connect;Desenvolvimento e implementação de projeto de Integração AD com AAD
533;USAFLEX FRANQUIAS;M365;Fechado;10;15:15:00;;11/10/2023;;Vinicius Silva;Edison Sprandel;04/09/2023;11/10/2023;13/10/2023;POC AIP;Desenvolvimento e implementação de projeto INTUNE AIP
534;CORDEIRO LOCACAO DE MAQUINAS E EQUIPAMENTOS LTDA;M365;Fechado;60;18:27:00;;15/09/2023;PRIME;Luciano Seabra;Thiago Alcantara;04/09/2023;15/09/2023;15/09/2023;Migracao de e-mails;Migracao E-mails IMAP para M365
535;DOCILE;M365;Fechado;40;26:34:00;;10/11/2023;Descontar do PLUS no inicio do projeto;Vinicius Silva;Fabio Barbosa;04/09/2023;10/11/2023;10/11/2023;Security Fasttrack;Assessment de Segurança
536;BEIRA RIO;Azure;Fechado;24;06:13:00;;11/12/2023;Faturar no final do projeto;Deivid Soares;Caio D'Agostini;04/09/2023;11/12/2023;26/10/2023;WAF;Desenvolvimento e implementação de projeto WAF
538;JLM;M365;Fechado;26;20:50:00;50%;06/02/2024;Faturar no inicio do projeto;Tadeu Trajano;Caio D'Agostini;04/09/2023;06/02/2024;31/01/2024;Imap para 365;Migracao E-mails IMAP para M365
540;LGTI TECNOLOGIA;M365;Fechado;36;12:40:00;;14/12/2023;Faturar no inicio do projeto;Helen Machado;Caio D'Agostini;04/09/2023;14/12/2023;07/12/2023;Intranet LGTI;Desenvolvimento e implementação de projeto INTRANET
1593;Novo Cliente Pre-vendas;Azure;Fechado;;00:24:00;;25/10/2023;;René Pretto de Braga ;;24/10/2023;25/10/2023;;SYSTEMA INFORMATICA | AZURE;Desenvolvimento e implementação de projeto de Migração de Banco de Dados
1598;BMG SEGUROS;Azure;Fechado;;01:02:00;;27/10/2023;;René Pretto de Braga ;;24/10/2023;27/10/2023;;Teste de DR - Alinhamento;Desenvolvimento e implementação de projeto de Migração de Banco de Dados
1599;A4PM;Azure;Fechado;10;17:45:00;;28/11/2023;Faturar no inicio do projeto;René Pretto de Braga ;Caio D'Agostini;24/10/2023;28/11/2023;30/11/2023;RG, AKS landscape;Desenvolvimento e implementação de projeto AKS
1628;JAMEF TRANSPORTES LTDA;Azure;Fechado;200;167:42:00;;22/08/2024;Faturado em outro projeto.;Erick Alex;Eder Rodrigues;25/10/2023;22/08/2024;21/10/2024;Projeto BI (Criacao da infraestrutura);Criação e Configuração Storage Account - Blob, File Share, Queues ou Tables
1635;BIOTRIGO;M365;Fechado;25;13:02:00;;07/12/2023;PRIME;Tadeu Trajano;Edison Sprandel;25/10/2023;07/12/2023;15/12/2023;BIOTRIGO, Escopo Security;Desenvolvimento e implementação de projeto de Gerenciamento de Identidade
1661;Maria Silesia;Data e Power;Fechado;0;00:00:00;;30/10/2023;Faturar no final do projeto;Eduardo Kochhann;Tatiana Lesnieski;26/10/2023;30/10/2023;30/10/2023;MARIA SILESIA, Serviço Complementar;Desenvolvimento e implementação de projeto Power App
1668;Novo Cliente Pre-vendas;M365;Fechado;;00:40:00;;30/10/2023;;Vinicius Silva;;26/10/2023;30/10/2023;30/10/2023;ZILOR, FAST TRAC SECURITY START ASSESSMENT;Assessment de Segurança
1678;Novo Cliente Pre-vendas;Data e Power;Fechado;;02:26:00;;30/10/2023;;Guilherme Custodio;;27/10/2023;30/10/2023;;FOCUS ENGENHARIA, DÚVIDAS NO POWER AUTOMATE;Desenvolvimento e implementação de projeto Power Automate
1690;ENFORCE GESTAO DE ATIVOS S.A.;Data e Power;Fechado;80;47:45:00;50%;04/01/2024;Faturar no inicio do projeto;Deivid Soares;Thiago Alcantara;27/10/2023;04/01/2024;31/01/2024;ENFORCE | Assessments IA;Consultoria técnica
1697;Novo Cliente Pre-vendas;M365;Fechado;;01:19:00;;26/12/2023;;Helen Machado;;30/10/2023;26/12/2023;;Rhodes / Sharepoint;Desenvolvimento e implementação de projeto INTRANET
1708;BBMO SOCIEDADE DE ADVOGADOS;Azure;Fechado;6;10:00:00;;30/11/2023;Faturar no inicio do projeto;René Pretto de Braga ;Gustavo Moyses;30/10/2023;30/11/2023;30/11/2023;BBMO / HOSPEDAGEM DE SITE  AZURE;Desenvolvimento e implementação de projeto App Services
1715;SUPLEY;M365;Fechado;10;11:23:00;;27/11/2023;Faturar no final do projeto;Tadeu Trajano;Mateus Silva;30/10/2023;27/11/2023;;SUPLEY migração m365 com entrada de segurança;Desenvolvimento e implementação de projeto INTUNE
1716;REDIX;M365;Fechado;55;58:55:00;;27/05/2024;Faturar no inicio do projeto;Helen Machado;Caio D'Agostini;30/10/2023;27/05/2024;27/05/2024;Redix, Serviços - Sharepoint;Desenvolvimento e implementação de projeto Sharepoint
1722;MUNDIAL FLORESTAL;M365;Fechado;30;27:27:00;5%;30/01/2025;PRIME;Luciano Seabra;Gustavo Moyses;31/10/2023;30/01/2025;20/12/2024;MUNDIAL FLORESTAL  / M365 + Sharepoint + Prime;Migracao E-mails IMAP para M365
